registration,manufacturerSerial,lineNumber,family,familyCode,model,status,deliveryDateText,sourceUrl
N613DN,13235,,Airbus A321,a321,321-271NX,Active,24/06/2026,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a321-210.htm
N614DN,13116,,Airbus A321,a321,321-271NX,Active,24/07/2026,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a321-210.htm
N615DN,13147,,Airbus A321,a321,321-271NX,Active,28/05/2026,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a321-210.htm
N616DN,13276,,Airbus A321,a321,321-271NX,Active,31/07/2026,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a321-210.htm
N649DL,24389,229,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N650DL,24390,230,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N651DL,24391,238,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N652DL,24392,239,Boeing 757,b757,757-232,Active,27/07/1989,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N654DL,24394,264,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N655DL,24395,265,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N658DL,24420,287,Boeing 757,b757,757-232,Active,24/05/1990,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N659DL,24421,293,Boeing 757,b757,757-232,Active,25/06/1990,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N661DN,24972,335,Boeing 757,b757,757-232,Parked,23/12/1990,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N662DN,24991,342,Boeing 757,b757,757-232,Active,28/01/1991,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N663DN,24992,343,Boeing 757,b757,757-232,Active,07/02/1991,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N664DN,25012,347,Boeing 757,b757,757-232,Active,21/02/1991,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N666DN,25034,354,Boeing 757,b757,757-232,Active,22/03/1991,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N6700,30337,890,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6701,30187,892,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6702,30188,898,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6703D,30234,908,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6704Z,30396,914,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6705Y,30397,917,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6706Q,30422,921,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6707A,30395,927,Boeing 757,b757,757-232,Active,19/01/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6708D,30480,934,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6709,30481,937,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6710E,30482,939,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6711M,30483,941,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6712B,30484,942,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6713Y,30777,944,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6714Q,30485,949,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6715C,30486,953,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N6716C,30838,955,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N67171,30839,959,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N684DA,27104,535,Boeing 757,b757,757-232,Parked,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N685DA,27588,667,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N686DA,27589,689,Boeing 757,b757,757-232,Active,20/09/1995,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N687DL,27586,800,Boeing 757,b757,757-232,Active,04/05/1998,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N688DL,27587,803,Boeing 757,b757,757-232,Active,21/05/1998,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N689DL,27172,807,Boeing 757,b757,757-232,Active,18/06/1998,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N690DL,27585,808,Boeing 757,b757,757-232,Active,26/06/1998,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N692DL,29724,820,Boeing 757,b757,757-232,Active,04/09/1998,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N693DL,29725,826,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N694DL,29726,831,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N695DL,29727,838,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N696DL,29728,845,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N697DL,30318,880,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N698DL,29911,885,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N699DL,29970,887,Boeing 757,b757,757-232,Active,01/05/2006,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N701DH,13110,,Airbus A321,a321,321-271NX,Active,23/03/2026,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a321-210.htm
N706TW,28165,743,Boeing 757,b757,757-2Q8,Active,14/08/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N707TW,27625,744,Boeing 757,b757,757-2Q8,Active,15/08/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N709TW,28168,754,Boeing 757,b757,757-2Q8,Active,01/10/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N710TW,28169,757,Boeing 757,b757,757-2Q8,Active,16/10/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N711ZX,28481,758,Boeing 757,b757,757-231,Active,17/01/2008,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N712TW,27624,760,Boeing 757,b757,757-2Q8,Active,15/10/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N713TW,28173,764,Boeing 757,b757,757-2Q8,Active,15/11/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N717JL,55042,5115,Boeing 717,b717,717-2BD,Active,19/06/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N717TW,28485,854,Boeing 757,b757,757-231,Active,15/02/2008,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N718TW,28486,869,Boeing 757,b757,757-231,Active,14/12/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N721TW,29954,874,Boeing 757,b757,757-231,Active,15/11/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N722TW,29385,893,Boeing 757,b757,757-231,Active,26/12/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N723TW,29378,907,Boeing 757,b757,757-231,Active,26/12/2007,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N727TW,30340,901,Boeing 757,b757,757-231,Active,14/03/2008,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-35.htm
N774DE,39608,4291,Boeing 737 NG / Max,b737ng,737-8EH,Active,24/06/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N775DE,39620,4529,Boeing 737 NG / Max,b737ng,737-8EH,Active,18/06/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N776DE,39624,4623,Boeing 737 NG / Max,b737ng,737-8EH,Active,10/06/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N801DZ,31912,4603,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/09/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-35.htm
N801NW,524,,Airbus A330,a330,330-323X,Active,14/01/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N802DN,31917,4628,Boeing 737 NG / Max,b737ng,737-932ER,Active,03/10/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N802NW,533,,Airbus A330,a330,330-323X,Active,06/02/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N803DN,31919,4639,Boeing 737 NG / Max,b737ng,737-932ER,Active,10/10/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N803NW,542,,Airbus A330,a330,330-323X,Active,14/02/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N804DN,31918,4650,Boeing 737 NG / Max,b737ng,737-932ER,Active,17/10/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N804NW,549,,Airbus A330,a330,330-323X,Active,25/03/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N805DN,31913,4664,Boeing 737 NG / Max,b737ng,737-932ER,Active,01/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-35.htm
N805NW,552,,Airbus A330,a330,330-323X,Active,25/02/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N806DN,31914,4672,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N806NW,578,,Airbus A330,a330,330-323X,Active,28/02/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N807DN,31921,4682,Boeing 737 NG / Max,b737ng,737-932ER,Active,14/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N807NW,588,,Airbus A330,a330,330-323X,Active,10/03/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N808DN,31920,4693,Boeing 737 NG / Max,b737ng,737-932ER,Active,21/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N808NW,591,,Airbus A330,a330,330-323X,Active,01/02/2010,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N809DN,31915,4704,Boeing 737 NG / Max,b737ng,737-932ER,Active,05/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N809NW,663,,Airbus A330,a330,330-323X,Active,01/03/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N810DN,31922,4708,Boeing 737 NG / Max,b737ng,737-932ER,Active,06/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N810NW,674,,Airbus A330,a330,330-323X,Active,10/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N811DZ,31916,4715,Boeing 737 NG / Max,b737ng,737-932ER,Active,11/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N811NW,690,,Airbus A330,a330,330-323X,Active,12/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N812DN,31923,4722,Boeing 737 NG / Max,b737ng,737-932ER,Active,12/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N812NW,784,,Airbus A330,a330,330-323X,Active,02/04/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N813DN,31925,4744,Boeing 737 NG / Max,b737ng,737-932ER,Active,17/01/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N813NW,799,,Airbus A330,a330,330-323X,Active,01/02/2010,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N814DN,31924,4751,Boeing 737 NG / Max,b737ng,737-932ER,Active,16/01/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N814NW,806,,Airbus A330,a330,330-323X,Active,25/02/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N815DN,31926,4780,Boeing 737 NG / Max,b737ng,737-932ER,Active,06/02/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N815NW,817,,Airbus A330,a330,330-323X,Active,05/01/2010,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N816DN,31927,4791,Boeing 737 NG / Max,b737ng,737-932ER,Active,19/02/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N816NW,827,,Airbus A330,a330,330-323X,Active,26/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N817DN,31929,4818,Boeing 737 NG / Max,b737ng,737-932ER,Active,18/03/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N817NW,843,,Airbus A330,a330,330-323X,Active,27/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N818DA,31928,4829,Boeing 737 NG / Max,b737ng,737-932ER,Active,17/03/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N818NW,857,,Airbus A330,a330,330-323X,Active,06/12/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N819DN,31930,4861,Boeing 737 NG / Max,b737ng,737-932ER,Active,25/04/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N819DX,33959,1044,Boeing 757,b757,757-26D,Active,15/09/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-70.htm
N819NW,858,,Airbus A330,a330,330-323X,Active,28/03/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N820DN,31931,4883,Boeing 737 NG / Max,b737ng,737-932ER,Active,23/04/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N820DX,33960,1045,Boeing 757,b757,757-26D,Active,17/03/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-70.htm
N820NW,859,,Airbus A330,a330,330-323X,Active,15/11/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N821DN,31932,4899,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/05/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N821DX,33961,1046,Boeing 757,b757,757-26D,Active,17/12/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-70.htm
N821NW,865,,Airbus A330,a330,330-323X,Active,15/03/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N822DN,31933,4947,Boeing 737 NG / Max,b737ng,737-932ER,Active,13/06/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N822DX,33966,1049,Boeing 757,b757,757-26D,Active,04/04/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-70.htm
N822NW,1627,,Airbus A330,a330,330-302,Active,29/05/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N823DN,31934,4987,Boeing 737 NG / Max,b737ng,737-932ER,Active,10/07/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N823DX,33967,1050,Boeing 757,b757,757-26D,Active,29/02/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757-70.htm
N823NW,1628,,Airbus A330,a330,330-302,Active,26/08/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N824DN,31935,4998,Boeing 737 NG / Max,b737ng,737-932ER,Active,17/07/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N824NW,1637,,Airbus A330,a330,330-302,Active,26/06/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N825DN,31936,5021,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/08/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N825MH,29703,758,Boeing 767,b767,767-432ER,Active,14/12/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N825NW,1679,,Airbus A330,a330,330-302,Active,19/11/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330-35.htm
N826DN,31937,5036,Boeing 737 NG / Max,b737ng,737-932ER,Active,14/08/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N826MH,29713,769,Boeing 767,b767,767-432ER,Active,30/11/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N826NW,1701,,Airbus A330,a330,330-302,Active,30/01/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330-35.htm
N827DN,31938,5067,Boeing 737 NG / Max,b737ng,737-932ER,Active,05/09/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N827MH,29705,773,Boeing 767,b767,767-432ER,Active,24/02/2001,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N827NW,1716,,Airbus A330,a330,330-302,Active,28/04/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330-35.htm
N828DN,31939,5114,Boeing 737 NG / Max,b737ng,737-932ER,Active,15/10/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N828MH,29699,791,Boeing 767,b767,767-432ER,Active,11/08/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767.htm
N828NW,1720,,Airbus A330,a330,330-302,Active,02/06/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330-35.htm
N829DN,31941,5143,Boeing 737 NG / Max,b737ng,737-932ER,Active,14/11/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N829MH,29700,801,Boeing 767,b767,767-432ER,Active,22/08/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767.htm
N829NW,1721,,Airbus A330,a330,330-302,Active,24/06/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330-35.htm
N830DN,31940,5172,Boeing 737 NG / Max,b737ng,737-932ER,Active,21/11/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N830MH,29701,803,Boeing 767,b767,767-432ER,Active,13/09/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767.htm
N830NW,1769,,Airbus A330,a330,330-302,Active,01/02/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330-35.htm
N831DN,31942,5210,Boeing 737 NG / Max,b737ng,737-932ER,Active,22/12/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N831MH,29702,804,Boeing 767,b767,767-432ER,Active,20/09/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N831NW,1783,,Airbus A330,a330,330-302,Active,29/04/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330-35.htm
N832DN,31943,5231,Boeing 737 NG / Max,b737ng,737-932ER,Active,22/01/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N832MH,29704,807,Boeing 767,b767,767-432ER,Active,26/09/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N833DN,31944,5250,Boeing 737 NG / Max,b737ng,737-932ER,Active,28/01/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N833MH,29706,810,Boeing 767,b767,767-432ER,Active,13/10/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N834DN,31946,5290,Boeing 737 NG / Max,b737ng,737-932ER,Active,26/02/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N834MH,29707,813,Boeing 767,b767,767-432ER,Active,06/11/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N835DN,31945,5299,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/02/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N835MH,29708,814,Boeing 767,b767,767-432ER,Active,04/11/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N836DN,31947,5324,Boeing 737 NG / Max,b737ng,737-932ER,Active,19/03/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N836MH,29709,818,Boeing 767,b767,767-432ER,Active,13/12/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N837DN,31948,5332,Boeing 737 NG / Max,b737ng,737-932ER,Active,25/03/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-70.htm
N837MH,29710,820,Boeing 767,b767,767-432ER,Active,20/12/2000,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N838DN,31949,5362,Boeing 737 NG / Max,b737ng,737-932ER,Active,17/04/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N838MH,29711,821,Boeing 767,b767,767-432ER,Active,10/01/2001,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N839DN,31950,5371,Boeing 737 NG / Max,b737ng,737-932ER,Active,22/04/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N839MH,29712,824,Boeing 767,b767,767-432ER,Active,26/01/2001,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N840DN,31951,5391,Boeing 737 NG / Max,b737ng,737-932ER,Active,15/05/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N840MH,29718,830,Boeing 767,b767,767-432ER,Active,23/05/2001,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N841DN,31952,5450,Boeing 737 NG / Max,b737ng,737-932ER,Active,18/06/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N841MH,29714,855,Boeing 767,b767,767-432ER,Active,23/12/2001,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N842DN,31953,5475,Boeing 737 NG / Max,b737ng,737-932ER,Active,15/07/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N842MH,29715,856,Boeing 767,b767,767-432ER,Active,23/12/2001,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N843DN,31954,5498,Boeing 737 NG / Max,b737ng,737-932ER,Active,26/07/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N843MH,29716,865,Boeing 767,b767,767-432ER,Active,01/02/2002,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N844DN,31955,5520,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/08/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N844MH,29717,871,Boeing 767,b767,767-432ER,Active,12/03/2002,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N845DN,31956,5551,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/08/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N845MH,29719,874,Boeing 767,b767,767-432ER,Active,15/04/2002,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b767-35.htm
N846DN,31957,5582,Boeing 737 NG / Max,b737ng,737-932ER,Active,18/09/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N847DN,31958,5604,Boeing 737 NG / Max,b737ng,737-932ER,Active,06/10/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N848DN,31959,5663,Boeing 737 NG / Max,b737ng,737-932ER,Active,19/11/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N849DN,31960,5675,Boeing 737 NG / Max,b737ng,737-932ER,Active,24/11/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N850DN,31961,5694,Boeing 737 NG / Max,b737ng,737-932ER,Active,10/12/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N851DN,31962,5730,Boeing 737 NG / Max,b737ng,737-932ER,Active,19/01/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N851NW,609,,Airbus A330,a330,330-223,Active,31/08/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N852DN,31963,5743,Boeing 737 NG / Max,b737ng,737-932ER,Active,25/01/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N852NW,614,,Airbus A330,a330,330-223,Active,10/09/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N853DN,31964,5776,Boeing 737 NG / Max,b737ng,737-932ER,Active,18/02/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N853NW,618,,Airbus A330,a330,330-223,Active,10/09/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N854DN,31965,5798,Boeing 737 NG / Max,b737ng,737-932ER,Active,26/02/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
